doc,type,topic,count
3193,10202,2,1
3193,10203,2,1
3194,1,8,1
3194,7,8,2
3194,113,2,1
3194,158,2,1
3194,206,8,1
3194,253,0,3
3194,253,7,2
3194,286,8,1
3194,292,0,1
3194,292,8,1
3194,316,8,1
3194,335,8,2
3194,343,8,2
3194,353,2,1
3194,499,8,3
3194,512,2,1
3194,518,8,2
3194,536,8,1
3194,590,8,1
3194,594,0,1
3194,595,8,1
3194,614,8,1
3194,807,8,3
3194,961,2,1
3194,1089,8,1
3194,1346,2,1
3194,1872,8,1
3194,1969,0,1
3194,2245,0,4
3194,2419,8,1
3194,2452,0,1
3194,4126,0,1
3194,5044,2,1
3194,6833,0,1
3194,10204,0,1
3195,158,7,1
3195,249,7,3
3195,391,7,1
3195,614,3,3
3195,1220,7,2
3195,1826,7,1
3195,2387,2,1
3195,5540,3,1
3195,10205,3,2
3195,10206,7,1
3195,10207,3,1
3196,2,6,1
3196,5,6,2
3196,12,7,1
3196,49,7,1
3196,155,0,2
3196,155,7,1
3196,253,7,1
3196,284,6,1
3196,365,7,1
3196,437,6,1
3196,519,5,1
3196,519,6,1
3196,519,7,1
3196,939,6,1
3196,1140,6,1
3196,1151,7,1
3196,1169,5,1
3196,1221,6,1
3196,2211,7,1
3196,3429,6,1
3196,3933,6,4
3196,3934,6,2
3196,4672,6,2
3196,4700,6,2
3196,4700,7,2
3196,5704,7,1
3196,9312,6,1
3196,9852,6,1
3196,9852,7,1
3196,10208,6,1
3197,4,1,1
3197,5,2,1
3197,51,1,1
3197,65,2,1
3197,158,4,1
3197,195,4,1
3197,212,4,1
3197,289,0,2
3197,431,2,1
3197,564,4,1
3197,594,0,1
3197,613,1,1
3197,720,4,1
3197,743,4,1
3197,943,4,1
3197,1037,1,1
3197,2122,4,1
3197,2245,0,1
3197,2727,2,1
3197,3275,4,1
3197,3593,4,1
3197,4604,4,1
3197,7538,4,1
3197,10209,0,1
3197,10210,0,1
3197,10211,2,1
3197,10212,4,1
3197,10213,4,1
3198,2,2,1
3198,4,3,1
3198,40,3,2
3198,47,3,1
3198,55,2,1
3198,90,2,1
3198,91,2,1
3198,158,2,1
3198,300,3,2
3198,353,2,1
3198,398,4,1
3198,399,2,2
3198,476,2,2
3198,583,2,1
3198,682,2,1
3198,868,2,1
3198,1577,3,1
3198,2081,2,1
3198,5725,3,1
3198,5878,2,1
3198,6564,2,2
3198,10214,2,1
3199,3,8,1
3199,40,3,2
3199,47,3,2
3199,87,1,1
3199,130,3,2
3199,171,3,3
3199,627,8,1
3199,722,3,1
3199,833,8,1
3199,1311,3,1
3199,1346,1,1
3199,3041,3,1
3199,6186,3,2
3199,7136,3,2
3199,10101,1,1
3199,10101,3,1
3199,10215,3,1
3200,7,8,2
3200,10,3,1
3200,17,4,1
3200,38,7,1
3200,40,3,4
3200,40,8,1
3200,50,3,1
3200,83,4,2
3200,84,4,2
3200,84,8,8
3200,85,2,1
3200,88,4,1
3200,89,3,1
3200,89,4,1
3200,91,4,1
3200,95,4,1
3200,113,3,1
3200,113,4,3
3200,116,4,1
3200,227,4,1
3200,227,8,1
3200,232,4,2
3200,233,4,1
3200,353,2,1
3200,414,4,1
3200,431,4,1
3200,482,2,1
3200,548,0,1
3200,564,4,2
3200,645,4,3
3200,715,4,1
3200,898,8,1
3200,1016,4,1
3200,1112,8,1
3200,1246,4,1
3200,1250,8,1
3200,1661,4,1
3200,1988,2,1
3200,2418,8,1
3200,3134,8,3
3200,4332,8,1
3200,4368,4,1
3200,4459,4,1
3200,5065,4,1
3200,8701,8,1
3200,10216,4,1
3201,30,2,1
3201,30,4,1
3201,30,6,1
3201,51,4,1
3201,82,4,1
3201,90,4,1
3201,111,4,1
3201,113,6,1
3201,119,2,1
3201,132,4,1
3201,153,4,1
3201,179,2,1
3201,179,6,1
3201,249,6,2
3201,942,6,3
3201,1002,2,1
3201,1002,6,1
3201,1061,6,4
3201,1116,6,2
3201,1394,4,1
3201,1736,4,1
3201,3972,6,3
3201,4350,6,2
3201,8240,6,1
3201,8978,6,3
3201,10217,6,1
3202,4,7,5
3202,104,4,1
3202,157,4,1
3202,206,4,1
3202,253,7,1
3202,261,4,1
3202,292,2,1
3202,335,7,1
3202,549,4,1
3202,564,4,1
3202,584,4,1
3202,600,4,1
3202,710,4,1
3202,731,2,1
3202,853,5,1
3202,906,7,1
3202,950,7,1
3202,993,2,1
3202,1023,7,1
3202,1035,7,1
3202,1168,4,1
3202,1220,7,1
3202,1510,7,1
3202,1692,7,1
3202,1737,4,1
3202,1883,7,1
3202,2709,7,1
3202,4064,7,2
3202,4331,7,1
3202,4772,7,2
3202,6901,7,1
3203,88,2,1
3203,88,4,1
3203,130,5,1
3203,353,2,1
3203,444,4,1
3203,513,5,2
3203,559,5,1
3203,642,2,1
3203,1304,5,1
3203,1510,0,1
3203,1816,5,2
3203,4405,1,1
3203,4482,5,1
3203,8838,5,2
3203,8853,5,1
3203,9282,5,1
3203,9805,5,1
3203,10218,5,1
3204,51,6,1
3204,657,6,1
3204,1341,6,3
3204,1657,6,2
3204,1849,6,1
3204,2091,2,1
3204,3933,6,4
3204,3934,6,4
3204,4206,7,1
3204,5377,6,1
3204,5913,6,1
3204,10104,4,2
3204,10219,6,2
3205,12,8,1
3205,17,2,1
3205,17,6,2
3205,33,1,6
3205,33,6,3
3205,40,3,5
3205,61,1,4
3205,61,6,1
3205,84,6,1
3205,84,8,2
3205,90,1,2
3205,90,3,1
3205,95,1,1
3205,97,1,1
3205,130,2,1
3205,130,3,3
3205,143,1,1
3205,153,1,1
3205,158,2,1
3205,182,3,3
3205,197,1,9
3205,209,2,1
3205,260,1,2
3205,260,3,7
3205,263,1,1
3205,267,3,1
3205,267,8,3
3205,318,2,1
3205,321,1,1
3205,324,2,1
3205,338,8,2
3205,358,2,1
3205,378,1,1
3205,392,8,1
3205,398,1,1
3205,402,1,1
3205,415,1,1
3205,438,1,3
3205,438,8,1
3205,456,1,4
3205,459,3,1
3205,475,2,1
3205,490,1,1
3205,490,2,1
3205,514,1,1
3205,518,8,1
3205,549,1,1
3205,601,1,1
3205,805,8,1
3205,813,1,1
3205,828,8,1
3205,833,1,2
3205,843,1,4
3205,843,8,1
3205,1099,8,1
3205,1169,0,1
3205,1281,1,1
3205,1311,2,1
3205,1311,8,1
3205,1484,6,1
3205,1578,2,1
3205,1629,3,1
3205,1656,0,1
3205,1723,1,1
3205,1818,2,1
3205,1854,8,1
3205,1988,2,1
3205,2201,8,1
3205,2242,8,1
3205,2419,1,1
3205,2463,2,1
3205,2603,3,1
3205,2603,8,1
3205,2648,8,1
3205,2661,6,3
3205,2890,8,2
3205,2942,6,1
3205,3133,1,3
3205,3134,8,2
3205,3569,1,3
3205,3569,8,1
3205,3641,2,1
3205,3885,2,1
3205,5181,3,1
3205,5410,8,1
3205,6127,1,1
3205,6157,6,1
3205,6380,1,1
3205,6380,2,1
3205,7853,0,1
3205,9883,1,2
3205,10220,1,1
3205,10221,1,1
3205,10222,2,1
3205,10223,1,1
3206,40,3,2
3206,47,3,8
3206,57,5,1
3206,93,5,1
3206,94,3,1
3206,158,6,1
3206,206,4,1
3206,210,6,1
3206,282,3,1
3206,289,0,1
3206,373,4,1
3206,500,3,1
3206,586,3,1
3206,802,5,1
3206,926,3,1
3206,974,3,1
3206,982,0,1
3206,1384,3,1
3206,1510,3,1
3206,1538,3,1
3206,1577,6,1
3206,1690,3,1
3206,1707,3,2
3206,1746,3,1
3206,2022,5,1
3206,2030,0,1
3206,2076,3,1
3206,2114,6,1
3206,2211,0,1
3206,2819,0,3
3206,2819,4,2
3206,3493,1,1
3206,4315,3,1
3206,6343,5,1
3206,10224,0,3
3206,10225,3,1
3207,82,1,1
3207,230,1,2
3207,296,6,1
3207,343,8,2
3207,399,6,2
3207,489,8,1
3207,598,6,1
3207,639,6,1
3207,653,8,1
3207,712,6,3
3207,880,6,3
3207,883,8,3
3207,885,1,1
3207,1484,6,1
3207,2144,1,1
3207,2540,8,1
3207,3305,6,4
3207,3933,6,7
3207,3934,6,6
3207,4003,6,4
3207,4256,6,2
3207,4318,2,1
3207,5695,6,1
3207,6423,6,1
3207,6729,6,1
3207,8116,6,1
3207,9517,8,1
3208,34,3,1
3208,47,3,5
3208,47,5,1
3208,55,3,1
3208,134,5,1
3208,158,3,1
3208,188,3,1
3208,250,3,1
3208,296,3,1
3208,296,5,3
3208,376,5,1
3208,431,5,1
3208,530,0,1
3208,534,5,1
3208,564,5,1
3208,588,5,1
3208,598,5,1
3208,640,5,1
3208,679,5,1
3208,919,5,1
3208,921,3,2
3208,1065,3,1
3208,1370,3,1
3208,1370,5,3
3208,1432,5,1
3208,1433,5,1
3208,1528,3,1
3208,1697,5,2
3208,1816,5,1
3208,1865,8,1
3208,1877,8,1
3208,2721,5,1
3208,3982,3,1
3208,4129,5,4
3208,7282,5,1
3208,7974,5,5
3208,9099,5,1
3208,9594,5,1
3208,10226,5,1
3208,10227,5,1
3209,4,6,3
3209,12,6,2
3209,51,4,1
3209,55,6,1
3209,91,2,1
3209,179,6,1
3209,249,6,2
3209,253,7,1
3209,257,6,1
3209,353,2,1
3209,434,2,1
3209,485,6,1
3209,489,7,1
3209,614,6,1
3209,724,6,1
3209,812,2,1
3209,880,6,3
3209,1099,7,1
3209,1116,6,1
3209,1348,6,1
3209,1546,6,1
3209,1713,6,1
3209,1718,7,1
3209,2314,4,1
3209,2373,2,1
3209,2543,1,1
3209,3972,6,2
3209,4256,6,1
3209,4265,6,1
3209,6595,6,1
3209,10173,7,1
3210,0,0,1
3210,0,9,3
3210,1,2,1
3210,89,2,1
3210,353,2,1
3210,529,0,4
3210,794,0,1
3210,833,0,1
3210,854,0,1
3210,1478,2,1
3210,1483,2,1
3210,1994,2,1
3210,2245,0,3
3210,2444,2,1
3210,2732,0,2
3210,2935,2,1
3210,3404,2,1
3210,5779,0,1
3210,6209,2,1
3210,8183,0,2
3210,8184,0,3
3210,10228,0,1
3210,10229,0,1
3211,30,5,3
3211,40,3,1
3211,50,5,3
3211,113,9,1
3211,130,5,1
3211,158,5,2
3211,197,8,2
3211,289,5,1
3211,645,5,2
3211,899,5,2
3211,922,5,1
3211,1024,5,1
3211,1033,5,1
3211,1682,5,1
3211,1916,5,1
3211,10230,5,2
3212,55,8,1
3212,158,7,2
3212,249,6,2
3212,343,8,1
3212,435,1,1
3212,490,4,1
3212,555,8,1
3212,624,0,1
3212,880,6,2
3212,1220,6,4
3212,1220,7,5
3212,1654,0,3
3212,3365,6,1
3212,4256,6,3
3212,5773,6,4
3212,5773,7,1
3212,6236,6,1
3212,7884,6,3
3212,10231,6,1
3212,10232,6,1
3212,10233,8,1
3213,4,7,1
3213,5,2,1
3213,6,0,1
3213,7,7,1
3213,12,1,1
3213,14,2,1
3213,18,2,1
3213,37,7,1
3213,44,0,1
3213,56,0,1
3213,85,2,4
3213,88,2,1
3213,91,7,1
3213,249,7,1
3213,253,0,3
3213,335,0,1
3213,471,0,1
3213,484,0,1
3213,552,2,1
3213,594,0,1
3213,639,7,1
3213,813,1,1
3213,880,6,1
3213,940,7,1
3213,945,0,1
3213,1145,0,1
3213,1230,0,1
3213,1230,1,1
3213,1274,0,1
3213,1401,7,1
3213,1495,2,2
3213,1692,0,1
3213,2227,7,1
3213,2245,0,4
3213,2474,7,1
3213,2927,0,1
3213,3817,7,1
3213,4881,0,3
3213,8184,0,3
3213,10234,0,2
3213,10235,1,1
3213,10236,7,2
3213,10237,0,2
3213,10238,1,1
3213,10239,0,1
3214,27,3,1
3214,40,3,3
3214,41,3,3
3214,47,3,1
3214,55,2,1
3214,89,3,1
3214,130,3,2
3214,206,2,1
3214,248,3,1
3214,267,3,2
3214,351,2,2
3214,375,3,1
3214,485,2,1
3214,614,3,1
3214,1117,2,1
3214,1142,3,1
3214,1549,3,1
3214,3304,3,2
3214,10240,3,1
3214,10241,3,1
3214,10242,2,1
3214,10243,3,1
3214,10244,3,1
3214,10245,3,1
3215,18,2,1
3215,28,2,1
3215,40,3,1
3215,47,3,4
3215,102,3,2
3215,130,3,1
3215,158,2,2
3215,319,2,1
3215,374,3,1
3215,427,3,1
3215,443,2,1
3215,500,3,1
3215,598,2,1
3215,598,4,1
3215,609,3,1
3215,727,4,1
3215,851,2,1
3215,868,2,1
3215,921,3,3
3215,1019,4,1
3215,1028,2,2
3215,1028,4,1
3215,1368,3,2
3215,1369,3,1
3215,1549,3,1
3215,1641,3,1
3215,2387,2,2
3215,2872,3,1
3215,10246,3,1
3215,10247,3,1
3215,10248,3,1
3216,2,4,1
3216,32,6,1
3216,40,3,1
3216,50,5,3
3216,90,4,1
3216,444,4,1
3216,492,4,1
3216,549,4,2
3216,575,5,1
3216,600,5,1
3216,743,4,1
3216,1254,4,1
3216,2314,4,1
3216,2939,4,1
3216,9443,5,1
3217,40,3,2
3217,47,3,2
3217,60,3,1
3217,89,3,1
3217,171,3,1
3217,182,3,2
3217,300,3,1
3217,614,3,1
3217,657,9,1
3217,785,4,1
3217,1139,7,1
3217,2432,7,1
3217,6083,3,1
3217,10249,3,3
3218,40,3,2
3218,47,3,1
3218,85,3,1
3218,85,4,1
3218,130,3,1
3218,220,3,1
3218,282,3,2
3218,375,3,1
3218,411,4,1
3218,632,3,3
3218,773,3,1
3218,1065,3,1
3218,3304,3,2
3218,4216,6,1
3219,4,5,7
3219,40,3,3
3219,50,5,2
3219,82,5,1
3219,130,3,2
3219,151,5,1
3219,158,5,1
3219,182,3,1
3219,201,5,1
3219,208,3,1
3219,276,5,1
3219,282,5,1
3219,289,5,1
3219,292,5,2
3219,296,5,1
3219,321,5,4
3219,362,5,1
3219,564,4,1
3219,575,5,2
3219,645,5,3
3219,660,5,1
3219,847,5,1
3219,922,5,5
3219,1328,3,1
3219,1337,3,1
3219,1572,5,1
3219,1746,5,1
3219,3175,5,1
3219,3741,5,1
3219,6448,5,1
3219,10250,5,2
3219,10251,5,4
3220,4,1,1
3220,4,5,3
3220,47,5,1
3220,57,4,1
3220,88,4,3
3220,90,4,1
3220,90,5,2
3220,151,5,1
3220,185,4,1
3220,204,4,1
3220,227,4,1
3220,281,4,1
3220,313,4,1
3220,353,2,2
3220,392,4,1
3220,398,4,1
3220,564,4,1
3220,618,1,1
3220,657,4,1
3220,721,2,1
3220,751,2,1
3220,790,4,1
3220,913,4,1
3220,1030,4,1
3220,1161,4,1
3220,1304,5,2
3220,1408,5,2
3220,1919,2,1
3220,2378,5,2
3220,2823,5,3
3220,2982,5,1
3220,4032,5,1
3220,5965,1,1
3220,7532,1,1
3220,8314,4,1
3220,8838,5,3
3220,9113,5,2
3221,34,4,4
3221,40,3,2
3221,55,2,1
3221,55,4,1
3221,89,2,1
3221,89,3,1
3221,130,2,1
3221,130,3,1
3221,158,2,2
3221,158,4,1
3221,353,2,3
3221,375,3,1
3221,398,2,1
3221,464,3,1
3221,485,2,1
3221,579,4,1
3221,725,4,1
3221,751,2,1
3221,1024,2,1
3221,1855,4,1
3221,1922,2,1
3221,1990,2,1
3221,2082,4,1
3221,2251,2,1
3221,2373,2,1
3221,2497,2,1
3221,2508,2,2
3222,27,4,2
3222,102,4,1
3222,119,2,2
3222,132,4,1
3222,158,2,1
3222,161,2,1
3222,172,3,1
3222,207,5,1
3222,208,3,1
3222,232,4,1
3222,322,0,1
3222,322,2,3
3222,322,4,1
3222,389,3,1
3222,435,3,3
3222,513,4,3
3222,533,2,2
3222,596,4,2
3222,1033,4,1
3222,1160,4,1
3222,1174,3,1
3222,1179,3,1
3222,1224,2,1
3222,1794,3,3
3222,1960,5,1
3222,2083,6,1
3222,2872,3,1
3222,3164,4,1
3222,3574,3,1
3222,4089,2,1
3222,4185,2,1
3222,4294,2,1
3222,5265,4,1
3222,6615,3,2
3222,10252,4,1
3222,10253,4,2
3222,10254,3,1
3222,10255,4,1
3222,10256,4,1
3222,10257,3,1
3223,4,7,1
3223,34,4,1
3223,153,4,1
3223,171,6,1
3223,172,7,1
3223,188,4,1
3223,219,4,1
3223,249,6,1
3223,249,7,1
3223,383,4,2
3223,391,7,7
3223,407,7,1
3223,435,6,1
3223,476,7,2
3223,485,7,2
3223,528,4,1
3223,579,4,1
3223,880,6,1
3223,906,7,2
3223,936,1,1
3223,1014,7,1
3223,1636,6,1
3223,1826,7,7
3223,1829,6,1
3223,2539,7,2
3223,2545,6,1
3223,2545,7,1
3223,3255,7,1
3223,3933,6,1
3223,3934,6,1
3223,3935,6,3
3223,4668,7,1
3223,4700,6,1
3223,4700,7,1
3223,5144,4,1
3223,6541,4,1
3223,9851,7,3
3223,10258,7,1
3224,5,5,1
3224,41,3,2
3224,42,3,2
3224,43,3,2
3224,48,3,1
3224,55,3,1
3224,82,5,1
3224,92,3,1
3224,94,3,1
3224,99,3,2
3224,157,3,1
3224,227,3,1
3224,282,3,1
3224,295,3,3
3224,295,5,2
3224,296,5,1
3224,516,1,2
3224,533,3,1
3224,546,1,1
3224,564,5,1
3224,589,3,6
3224,834,5,1
3224,1031,5,1
3224,1952,1,1
3224,2156,3,1
3224,2157,3,1
3224,2157,5,1
3224,2614,3,1
3224,2943,3,1
3224,3175,5,1
3224,3528,3,1
3224,3598,5,2
3224,3607,5,1
3224,3612,3,1
3224,3615,3,2
3224,3615,5,1
3224,4278,3,1
3224,4819,5,1
3224,5492,5,1
3224,6343,5,2
3224,7623,3,1
3224,9141,3,1
3224,9509,3,1
3224,10259,3,1
3224,10260,3,1
3225,62,0,1
3225,62,9,1
3225,201,0,1
3225,201,4,1
3225,438,3,1
3225,512,3,1
3225,594,0,1
3225,1180,4,1
3225,1209,0,1
3225,1213,9,1
3225,1782,0,2
3225,1969,0,1
3225,2245,0,4
3225,2452,0,1
3225,2452,9,1
3225,3200,0,1
3226,27,4,2
3226,56,0,1
3226,124,0,1
3226,392,4,2
3226,402,4,1
3226,548,0,2
3226,594,0,1
3226,639,4,1
3226,1035,0,2
3226,1468,0,3
3226,1683,4,1
3226,1969,0,2
3226,2007,4,1
3226,3373,0,1
3226,3513,0,1
3226,3741,4,1
3226,3876,0,1
3226,3969,4,1
3226,5909,0,2
3226,8857,0,4
3226,10261,0,1
3226,10262,0,1
3226,10263,0,1
3227,10,3,1
3227,18,2,1
3227,47,3,1
3227,85,2,1
3227,89,3,1
3227,91,3,1
3227,155,2,1
3227,181,2,1
3227,247,3,2
3227,248,3,2
3227,282,3,1
3227,329,2,2
3227,362,3,1
3227,464,3,3
3227,473,2,1
3227,612,2,1
3227,840,3,1
3227,1053,3,3
3227,1184,3,3
3227,1273,3,1
3227,1277,3,1
3227,1285,3,1
3227,1311,2,1
3227,1921,2,1
3227,1932,2,1
3227,2443,2,1
3227,2947,3,1
3227,3572,3,1
3227,4464,3,1
3227,5452,3,1
3227,10264,2,1
3227,10265,3,1
3227,10266,2,1
3228,17,2,1
3228,40,3,2
3228,47,3,1
3228,208,3,1
3228,375,3,1
3228,513,4,1
3228,570,3,1
3228,627,1,1
3228,640,1,1
3228,1052,1,1
3228,1368,3,1
3228,1369,3,1
3228,1528,3,1
3228,1707,3,1
3228,3767,3,1
3228,7308,3,1
3228,8586,3,1
3228,10267,1,1
3228,10268,1,1
3229,4,7,1
3229,5,2,1
3229,12,7,1
3229,23,7,1
3229,38,7,1
3229,119,2,1
3229,227,7,1
3229,253,7,2
3229,335,7,1
3229,353,2,1
3229,368,7,1
3229,391,7,2
3229,407,7,1
3229,476,2,1
3229,476,7,2
3229,519,7,1
3229,573,2,1
3229,598,2,1
3229,609,7,1
3229,843,3,1
3229,918,7,1
3229,927,3,1
3229,1692,7,2
3229,1718,7,1
3229,1720,7,1
3229,1736,7,1
3229,1826,7,6
3229,1827,2,1
3229,2083,7,5
3229,2135,7,2
3229,2297,2,1
3229,2733,7,1
3229,3113,7,1
3229,3697,7,2
3229,3742,7,1
3229,3983,7,2
3229,5168,2,1
3229,10269,7,1
3230,0,9,1
3230,1,9,2
3230,4,9,1
3230,19,8,2
3230,30,9,1
3230,39,4,1
3230,51,4,1
3230,55,2,2
3230,58,1,1
3230,61,1,1
3230,64,2,2
3230,76,9,1
3230,91,4,2
3230,113,1,1
3230,116,1,1
3230,127,9,2
3230,130,9,5
3230,132,4,1
3230,132,8,1
3230,151,9,1
3230,196,4,1
3230,205,4,1
3230,209,2,1
3230,227,4,1
3230,240,4,5
3230,240,9,1
3230,263,1,1
3230,263,9,1
3230,276,4,1
3230,300,4,1
3230,392,4,1
3230,392,9,1
3230,400,4,1
3230,479,1,1
3230,491,8,1
3230,552,9,1
3230,594,1,1
3230,645,4,1
3230,660,5,1
3230,685,9,1
3230,696,2,1
3230,722,1,2
3230,722,2,1
3230,743,1,1
3230,773,1,1
3230,796,9,1
3230,916,4,1
3230,1000,2,1
3230,1096,8,1
3230,1099,4,1
3230,1187,8,1
3230,1220,4,1
3230,1268,9,1
3230,1329,4,1
3230,1375,9,1
3230,1479,1,1
3230,1479,2,1
3230,1599,4,1
3230,1641,3,1
3230,1664,8,1
3230,1718,8,2
3230,1739,4,1
3230,1860,4,1
3230,1892,2,1
3230,2082,4,3
3230,2234,1,1
3230,2312,1,1
3230,2470,4,1
3230,2709,1,1
3230,2725,9,1
3230,2992,1,1
3230,3547,5,1
3230,3741,4,1
3230,3741,5,1
3230,4082,9,1
3230,4188,2,3
3230,4188,9,1
3230,4811,2,1
3230,4880,8,1
3230,5550,9,1
3230,6198,1,1
3230,6335,1,1
3230,6601,2,3
3230,8803,5,1
3230,9959,1,1
3230,10051,4,1
3230,10270,9,1
3230,10271,4,1
3230,10272,9,1
3230,10273,4,1
3230,10274,8,1
3230,10275,9,1
3230,10276,9,1
3230,10277,4,1
3231,34,4,1
3231,90,4,1
3231,209,2,2
3231,504,4,1
3231,751,2,1
3231,783,4,1
3231,932,4,1
3231,986,4,1
3231,1484,7,1
3231,2387,2,2
3231,3364,2,2
3231,5422,2,2
3231,5799,2,2
3232,2,9,1
3232,40,3,2
3232,89,3,1
3232,130,3,2
3232,208,2,1
3232,296,3,1
3232,307,2,1
3232,353,2,1
3232,367,2,1
3232,522,2,1
3232,753,3,1
3232,922,9,3
3232,1746,3,2
3232,1892,3,1
3232,2201,6,1
3232,3977,3,1
3232,3980,3,2
3232,5932,2,1
3232,9963,9,2
3233,2,0,2
3233,4,7,1
3233,30,0,4
3233,138,0,1
3233,594,0,4
3233,804,0,3
3233,856,0,1
3233,913,0,6
3233,1877,0,3
3233,1969,0,3
3233,2245,0,1
3233,2561,0,2
3233,5352,0,1
3234,4,1,1
3234,25,4,7
3234,38,8,1
3234,40,3,2
3234,55,4,2
3234,73,1,3
3234,78,9,1
3234,91,1,1
3234,130,3,1
3234,151,2,1
3234,158,2,1
3234,158,4,1
3234,170,1,1
3234,182,3,1
3234,188,1,1
3234,198,3,1
3234,261,4,1
3234,358,4,1
3234,466,4,2
3234,485,2,1
3234,499,8,1
3234,516,1,2
3234,537,4,1
3234,549,1,1
3234,558,4,1
3234,589,3,2
3234,614,8,1
3234,618,3,1
3234,710,1,1
3234,724,4,1
3234,751,2,1
3234,751,3,1
3234,802,4,2
3234,812,1,1
3234,856,4,1
3234,862,8,1
3234,886,1,1
3234,936,1,1
3234,1268,4,1
3234,1327,1,1
3234,1355,2,1
3234,1355,4,1
3234,1480,2,1
3234,1490,8,1
3234,1549,8,1
3234,1723,1,1
3234,1736,3,1
3234,1818,5,1
3234,1990,2,1
3234,2153,3,1
3234,2175,4,1
3234,2208,4,1
3234,3074,2,1
3234,3135,8,3
3234,3418,4,2
3234,3749,1,1
3234,4174,2,1
3234,5477,8,5
3234,6278,1,7
3234,10251,8,1
3234,10273,8,1
3234,10278,8,1
3234,10279,8,1
3234,10280,4,1
3234,10281,4,1
3235,77,0,1
3235,253,0,2
3235,336,0,1
3235,336,8,1
3235,414,0,2
3235,437,0,1
3235,437,8,1
3235,482,0,1
3235,497,4,2
3235,497,8,1
3235,512,0,1
3235,594,0,1
3235,921,4,1
3235,1109,4,1
3235,1649,0,1
3235,1847,8,1
3235,1969,0,1
3235,2245,0,2
3235,2451,0,1
3236,5,2,1
3236,5,3,1
3236,32,2,1
3236,40,3,1
3236,41,3,1
3236,89,2,1
3236,151,2,1
3236,157,2,2
3236,158,2,1
3236,333,2,1
3236,353,2,1
3236,440,3,1
3236,485,2,1
3236,496,2,1
3236,547,2,2
3236,575,2,1
3236,575,3,1
3236,598,2,1
3236,725,2,1
3236,1284,2,1
3236,1291,2,1
3236,1697,3,1
3236,1830,2,1
3236,2077,2,1
3236,2081,2,1
3236,2217,3,1
3236,2486,2,1
3236,2706,2,1
3236,3348,2,1
3236,4134,2,1
3236,4192,2,1
3236,7391,3,1
3236,10282,2,1
3237,121,9,4
3237,253,7,1
3237,369,7,1
3237,476,8,1
3237,495,8,3
3237,499,8,2
3237,575,8,1
3237,614,8,1
3237,620,8,1
3237,621,8,1
3237,985,7,1
3237,1432,0,1
3237,1720,7,4
3237,2135,7,1
3237,2245,0,3
3237,2289,8,1
3237,3047,0,1
3237,4489,8,3
3237,4703,0,1
3237,10283,9,1
3238,17,2,1
3238,40,3,2
3238,55,3,1
3238,89,3,2
3238,130,3,1
3238,158,3,2
3238,182,3,2
3238,183,3,3
3238,253,0,1
3238,357,3,1
3238,380,3,1
3238,399,3,1
3238,495,8,1
3238,549,4,1
3238,753,3,2
3238,937,6,1
3238,1311,3,1
3238,1440,3,2
3238,5263,3,3
3238,10284,0,1
3238,10285,3,1
3239,9,9,2
3239,49,2,1
3239,116,1,1
3239,142,9,2
3239,227,1,1
3239,241,9,1
3239,349,2,1
3239,353,2,1
3239,429,9,1
3239,594,1,1
3239,868,1,1
3239,922,9,3
3239,1106,9,1
3239,1418,9,3
3239,1768,2,1
3239,1974,1,1
3239,2620,9,1
3239,2735,8,1
3239,2960,2,1
3239,3293,1,1
3239,3571,9,1
3239,3877,9,1
3240,17,4,1
3240,40,3,2
3240,47,3,3
3240,87,5,1
3240,90,4,1
3240,220,3,1
3240,357,3,2
3240,399,3,2
3240,921,3,2
3240,2783,4,1
3240,3790,3,1
3240,10286,3,1
3241,4,5,1
3241,5,2,1
3241,12,3,1
3241,47,3,3
3241,95,5,1
3241,119,2,2
3241,130,2,1
3241,132,4,1
3241,151,5,1
3241,158,2,1
3241,158,4,2
3241,158,5,1
3241,237,2,1
3241,257,2,1
3241,269,5,1
3241,353,2,3
3241,380,4,1
3241,424,3,1
3241,424,5,2
3241,431,2,1
3241,443,1,1
3241,482,2,1
3241,485,2,1
3241,496,2,1
3241,496,5,1
3241,500,3,1
3241,504,3,1
3241,513,5,1
3241,559,5,2
3241,564,2,1
3241,571,2,1
3241,612,2,1
3241,627,2,1
3241,679,5,2
3241,743,3,1
3241,749,4,1
3241,802,5,1
3241,814,4,1
3241,822,3,1
3241,822,5,2
3241,913,5,2
3241,919,5,2
3241,1016,3,1
3241,1022,2,1
3241,1024,5,1
3241,1093,2,1
3241,1145,4,1
3241,1179,4,1
3241,1507,5,1
3241,1683,2,1
3241,1773,5,1
3241,1780,3,1
3241,1877,4,1
3241,1892,2,1
3241,1892,5,1
3241,2081,2,1
3241,2378,5,1
3241,2614,3,1
3241,2627,1,1
3241,2783,2,1
3241,2859,5,1
3241,3196,2,1
3241,3895,5,2
3241,4206,5,1
3241,4356,3,1
3241,8544,5,1
3241,8673,5,2
3241,8838,5,1
3241,10117,5,1
3241,10287,2,1
3241,10288,5,3
3241,10289,5,1
3241,10290,5,2
3241,10291,2,1
3241,10292,1,1
3241,10293,5,2
3241,10294,5,1
3241,10295,5,1
3241,10296,5,1
3241,10297,2,1
3242,47,3,1
3242,85,3,2
3242,89,3,1
3242,89,9,1
3242,158,3,1
3242,179,2,1
3242,206,4,1
3242,220,3,1
3242,247,3,2
3242,248,3,1
3242,464,3,3
3242,491,4,1
