doc,type,topic,count
408,1023,9,1
408,1039,9,1
408,1045,9,1
408,1073,9,1
408,1084,9,1
408,1209,9,1
408,1213,9,1
408,1262,9,1
408,1418,9,1
408,1435,4,1
408,1490,9,1
408,1690,9,1
408,1721,2,1
408,2149,1,1
408,2327,9,1
408,2536,9,1
408,2563,1,1
408,2668,3,1
408,2698,1,1
408,3124,1,1
408,3255,9,1
408,3317,9,2
408,3381,9,1
408,3382,1,1
408,3383,4,1
408,3384,9,2
408,3385,4,1
408,3386,1,1
409,0,9,2
409,4,3,1
409,4,6,1
409,4,9,1
409,9,9,2
409,10,5,1
409,10,9,1
409,47,3,1
409,50,5,1
409,102,3,1
409,216,3,2
409,321,8,1
409,534,5,1
409,834,8,1
409,1028,9,1
409,1132,5,1
409,1381,5,3
409,1549,3,1
409,2256,3,1
409,3387,5,1
410,40,3,2
410,47,3,2
410,48,3,1
410,130,3,2
410,151,3,2
410,182,3,1
410,282,3,1
410,465,3,1
410,736,3,1
410,1232,3,1
410,1236,3,1
410,1969,0,1
410,3388,3,1
410,3389,3,1
410,3390,3,2
410,3391,3,1
410,3392,0,1
410,3393,3,1
410,3394,3,1
411,44,1,1
411,47,3,1
411,51,1,1
411,56,4,1
411,89,3,1
411,158,3,1
411,263,1,1
411,355,3,3
411,680,1,1
411,3395,3,3
411,3396,4,1
411,3397,1,1
411,3398,9,1
411,3399,3,1
411,3400,1,1
411,3401,1,1
412,153,4,1
412,276,4,2
412,375,3,2
412,609,3,1
412,1065,4,1
412,2452,0,2
412,2503,7,1
412,2785,7,1
412,3008,0,1
412,3008,4,1
412,3402,3,1
413,65,2,1
413,88,2,2
413,88,4,1
413,113,4,1
413,119,2,1
413,121,9,1
413,130,2,2
413,130,9,1
413,142,9,6
413,153,2,1
413,170,9,1
413,182,2,1
413,256,2,1
413,289,0,1
413,353,2,1
413,357,2,1
413,563,2,1
413,564,4,1
413,565,4,1
413,565,9,1
413,568,2,1
413,653,4,1
413,824,2,1
413,922,9,1
413,929,4,1
413,1109,4,1
413,1418,9,7
413,1422,9,1
413,1480,2,1
413,1855,9,2
413,2048,2,1
413,2136,4,1
413,2150,9,1
413,2245,0,3
413,2361,0,1
413,2513,4,1
413,3403,9,1
413,3404,2,1
413,3405,9,1
413,3406,2,1
413,3407,4,1
413,3408,0,1
413,3409,9,1
413,3410,2,1
413,3411,2,1
414,9,0,1
414,28,4,1
414,195,0,1
414,195,1,1
414,195,4,2
414,204,0,1
414,269,0,2
414,362,4,1
414,548,0,1
414,594,0,1
414,696,0,1
414,722,1,1
414,811,0,1
414,840,0,1
414,864,0,4
414,1120,4,1
414,1165,0,2
414,1274,0,7
414,1377,3,1
414,1940,0,2
414,1969,0,6
414,2106,0,1
414,2245,0,4
414,2331,8,1
414,2369,0,1
414,2583,4,1
414,2771,4,2
414,3412,4,1
414,3413,0,2
414,3414,0,1
414,3415,0,1
414,3416,8,1
415,0,9,1
415,1,9,1
415,25,4,2
415,30,4,1
415,50,5,1
415,115,9,1
415,131,9,1
415,234,4,1
415,276,4,3
415,276,9,1
415,281,9,1
415,349,4,1
415,548,0,1
415,598,9,1
415,1614,4,1
415,2105,9,1
415,3417,9,3
416,0,9,2
416,1,9,1
416,4,5,2
416,9,9,3
416,18,2,1
416,50,5,3
416,75,9,1
416,78,9,2
416,91,2,1
416,157,2,1
416,158,9,1
416,276,5,1
416,296,5,1
416,365,2,1
416,431,2,1
416,495,9,1
416,732,5,1
416,796,9,1
416,2664,9,1
416,2694,9,1
416,3003,2,1
416,3411,2,1
416,3418,5,2
416,3419,9,1
417,25,4,2
417,40,3,2
417,47,3,2
417,48,3,2
417,99,3,1
417,170,3,1
417,281,3,1
417,281,4,1
417,558,3,1
417,2114,4,1
417,3420,3,1
418,0,9,1
418,1,9,2
418,4,9,1
418,73,9,2
418,158,2,1
418,171,2,1
418,256,2,1
418,288,9,1
418,319,2,1
418,477,1,1
418,496,2,1
418,777,2,2
418,796,9,1
418,852,9,5
418,853,9,4
418,1585,9,1
418,1941,9,1
418,3421,9,1
418,3422,0,1
418,3423,0,1
419,4,3,1
419,4,6,1
419,5,3,2
419,5,4,1
419,40,3,4
419,47,3,7
419,48,3,1
419,51,3,1
419,73,3,1
419,130,3,3
419,171,3,1
419,185,3,1
419,219,3,1
419,240,4,6
419,282,3,1
419,398,4,1
419,575,3,1
419,589,3,2
419,600,2,1
419,618,3,2
419,930,3,1
419,982,4,1
419,1024,3,1
419,1132,3,2
419,1423,6,1
419,1550,2,1
419,1697,3,1
419,2244,3,1
419,3424,2,1
419,3425,3,1
419,3426,2,1
419,3427,4,1
419,3428,3,1
419,3429,3,1
419,3430,4,1
420,0,9,3
420,25,4,7
420,307,4,1
420,444,4,1
420,653,4,2
420,1071,4,4
420,1165,0,4
420,1465,4,1
420,2024,0,4
420,2101,4,2
420,2138,7,2
420,3431,4,1
420,3432,0,1
420,3433,0,2
421,17,2,1
421,18,2,1
421,51,2,1
421,90,8,1
421,158,2,1
421,160,4,1
421,234,4,3
421,256,2,1
421,353,8,1
421,365,2,1
421,481,8,1
421,483,8,2
421,499,8,1
421,564,4,1
421,657,9,1
421,727,8,1
421,729,8,2
421,1398,4,1
421,1611,8,1
421,3434,8,1
421,3435,8,1
421,3436,8,1
422,4,3,1
422,27,2,1
422,27,4,1
422,40,3,1
422,47,3,3
422,55,3,1
422,56,4,1
422,57,4,2
422,89,3,1
422,91,4,1
422,365,2,1
422,375,3,1
422,431,2,1
422,500,3,5
422,586,3,1
422,649,3,2
422,649,4,2
422,747,3,1
422,926,3,1
422,1003,3,1
422,1099,4,1
422,1458,3,4
422,1465,4,1
422,1790,4,1
422,2334,4,1
422,2515,3,1
422,2572,2,1
422,2946,3,1
422,3437,3,4
422,3438,4,1
422,3439,3,1
423,40,3,1
423,44,5,1
423,47,3,2
423,75,5,1
423,158,5,1
423,256,3,1
423,353,2,1
423,657,5,1
423,687,5,1
423,1184,3,1
423,3440,5,3
423,3441,5,1
423,3442,5,1
423,3443,5,1
423,3444,5,1
424,4,6,1
424,12,8,1
424,17,2,5
424,18,2,1
424,20,8,1
424,30,2,1
424,36,2,1
424,38,2,1
424,47,3,1
424,47,5,1
424,51,2,2
424,55,2,2
424,73,5,1
424,87,5,1
424,88,2,1
424,151,5,2
424,155,2,2
424,158,2,3
424,160,8,1
424,194,8,2
424,196,8,1
424,206,8,1
424,256,2,1
424,257,2,1
424,267,8,2
424,336,8,3
424,343,8,1
424,365,2,1
424,399,8,2
424,440,5,1
424,443,8,1
424,475,2,1
424,496,2,1
424,504,8,1
424,646,5,1
424,697,2,1
424,722,8,1
424,724,2,2
424,729,8,3
424,751,2,1
424,751,8,1
424,797,6,1
424,802,5,1
424,916,2,1
424,961,2,3
424,1307,2,1
424,1320,8,1
424,1359,8,1
424,1502,2,1
424,1988,2,1
424,2603,5,1
424,2884,8,1
424,3441,5,2
424,3445,2,1
424,3446,2,1
424,3447,2,2
424,3447,8,2
424,3448,5,1
424,3449,2,1
424,3450,2,1
424,3451,8,1
424,3452,8,1
424,3453,2,1
424,3454,2,1
424,3455,8,1
424,3456,8,1
424,3457,2,1
424,3458,8,1
424,3459,5,1
424,3460,2,1
425,4,1,1
425,4,6,2
425,5,0,1
425,12,7,1
425,40,3,2
425,75,9,1
425,78,9,1
425,282,6,1
425,377,2,1
425,399,6,1
425,776,2,1
425,807,1,1
425,1123,3,3
425,2364,1,1
425,3054,4,1
425,3461,6,3
425,3462,7,1
425,3463,9,1
426,0,9,6
426,1,9,2
426,4,1,5
426,4,5,1
426,27,4,1
426,34,1,1
426,65,1,2
426,74,9,1
426,76,9,5
426,80,9,1
426,87,1,1
426,97,5,1
426,113,1,3
426,117,1,1
426,119,9,1
426,120,9,3
426,124,9,1
426,132,4,1
426,155,9,2
426,171,5,2
426,195,4,1
426,196,1,1
426,219,1,1
426,227,1,3
426,231,1,3
426,294,9,1
426,316,1,1
426,316,5,1
426,321,1,1
426,338,1,1
426,362,4,1
426,379,1,1
426,382,4,1
426,383,4,1
426,402,1,3
426,410,1,1
426,453,1,1
426,490,1,1
426,496,1,1
426,499,1,2
426,508,9,2
426,513,4,1
426,514,1,2
426,516,1,3
426,538,9,1
426,546,1,1
426,547,1,2
426,549,1,1
426,556,9,1
426,564,1,1
426,564,9,1
426,574,1,1
426,575,9,1
426,613,1,6
426,614,1,1
426,618,9,1
426,620,1,1
426,622,1,1
426,639,1,1
426,655,1,1
426,722,1,1
426,743,1,1
426,773,1,1
426,811,1,1
426,845,4,1
426,847,5,1
426,850,1,1
426,853,9,3
426,881,1,1
426,913,5,1
426,924,1,1
426,936,1,3
426,945,1,2
426,980,1,1
426,1034,9,1
426,1044,1,1
426,1063,1,1
426,1067,5,2
426,1073,9,1
426,1099,4,1
426,1109,4,1
426,1125,1,1
426,1126,9,2
426,1128,1,1
426,1160,4,1
426,1170,9,1
426,1191,1,1
426,1213,9,1
426,1289,1,2
426,1334,1,3
426,1337,1,3
426,1346,1,1
426,1422,4,1
426,1515,4,1
426,1520,1,1
426,1524,1,1
426,1620,1,1
426,1822,9,1
426,1952,1,2
426,1974,1,1
426,2149,1,1
426,2150,9,1
426,2289,1,1
426,2332,4,1
426,2412,9,1
426,2479,9,1
426,2756,9,1
426,2913,1,1
426,3045,4,1
426,3084,9,1
426,3212,1,1
426,3255,9,1
426,3317,1,1
426,3317,9,1
426,3343,1,1
426,3397,9,1
426,3464,1,1
426,3464,9,2
426,3465,1,2
426,3466,9,1
426,3467,4,1
426,3468,9,1
426,3469,1,1
426,3470,1,2
426,3471,4,1
426,3472,9,2
426,3473,1,2
426,3474,1,1
426,3475,1,1
426,3476,9,2
426,3477,1,1
426,3478,9,1
426,3479,1,1
426,3480,4,2
426,3480,9,1
426,3481,4,1
426,3482,1,2
426,3483,9,1
426,3484,1,1
426,3485,1,1
426,3486,9,1
426,3487,9,1
426,3488,9,1
426,3489,9,1
426,3490,6,1
426,3491,1,1
426,3492,9,1
426,3493,1,1
426,3494,1,1
426,3495,9,1
426,3496,5,1
426,3497,9,1
426,3498,1,1
426,3499,9,1
426,3500,9,1
426,3501,1,1
426,3502,9,1
426,3503,1,1
426,3504,4,1
426,3505,9,1
427,4,3,1
427,90,4,1
427,238,4,1
427,367,4,1
427,485,8,1
427,807,8,1
427,810,3,1
427,829,1,1
427,830,3,1
427,830,8,1
427,1145,4,1
427,1234,3,1
427,1446,3,2
427,2098,4,1
427,2605,4,1
427,3506,5,1
427,3507,3,1
427,3508,3,1
428,1,8,1
428,2,4,1
428,2,9,1
428,4,1,1
428,4,8,1
428,12,3,1
428,12,8,2
428,19,8,3
428,76,8,1
428,76,9,1
428,112,8,1
428,125,8,1
428,137,4,1
428,139,8,2
428,321,1,1
428,337,8,1
428,402,1,1
428,402,4,1
428,496,1,1
428,518,8,1
428,545,9,1
428,608,8,2
428,685,4,1
428,685,9,1
428,705,4,1
428,828,8,1
428,872,9,2
428,1080,8,1
428,1316,9,2
428,1672,1,2
428,1672,4,1
428,1921,8,1
428,2683,9,1
428,3022,8,1
428,3509,4,1
428,3510,8,1
428,3511,9,1
428,3512,8,1
428,3513,1,1
428,3514,8,2
428,3515,4,1
428,3516,9,1
429,17,4,1
429,40,3,2
429,41,3,1
429,50,5,3
429,57,5,2
429,90,4,1
429,102,3,1
429,732,5,1
429,3517,4,1
430,50,5,2
430,119,2,2
430,130,5,1
430,169,2,1
430,195,4,1
430,195,9,1
430,253,7,2
430,353,2,1
430,365,2,1
430,431,5,1
430,1607,5,1
430,2229,4,1
430,2887,2,1
430,3339,5,2
430,3518,5,2
431,40,3,3
431,55,2,1
431,55,3,1
431,76,8,2
431,91,2,1
431,130,3,2
431,158,4,1
431,170,3,1
431,171,3,1
431,182,2,1
431,182,3,3
431,240,2,1
431,300,3,1
431,326,8,1
431,333,2,1
431,353,2,2
431,365,2,1
431,427,2,2
431,440,3,1
431,468,2,1
431,499,8,2
431,588,3,1
431,648,4,1
431,658,2,1
431,753,3,4
431,1234,2,1
431,1284,2,1
431,2747,2,1
431,3519,8,1
431,3520,2,1
431,3521,8,1
432,12,8,2
432,40,3,2
432,113,3,1
432,113,9,1
432,182,3,2
432,282,3,1
432,282,8,1
432,399,8,2
432,620,3,1
432,620,8,1
432,621,8,2
432,1254,3,2
433,18,2,1
433,41,3,3
433,47,3,1
433,60,3,1
433,157,3,2
433,234,4,1
433,348,9,1
433,380,4,1
433,500,3,1
433,534,3,1
433,549,4,1
433,634,3,1
433,722,1,1
433,746,3,1
433,921,4,1
433,1016,3,2
433,1364,3,1
433,1967,1,1
433,2074,4,1
433,2387,2,1
433,2614,4,1
433,3522,3,2
433,3523,3,1
433,3524,4,1
433,3525,3,1
433,3526,1,1
433,3527,3,1
433,3528,3,1
433,3529,4,1
434,0,9,2
434,4,5,1
434,5,2,1
434,9,9,2
434,12,1,1
434,19,8,1
434,38,9,1
434,51,2,1
434,60,1,1
434,62,9,1
434,65,1,1
434,73,9,2
434,76,9,2
434,80,9,4
434,81,9,2
434,85,2,1
434,85,9,2
434,88,2,1
434,89,2,1
434,89,5,1
434,89,9,1
434,117,2,1
434,121,9,1
434,476,2,2
434,476,5,1
434,509,5,1
434,534,9,1
434,555,9,1
434,559,5,1
434,564,2,2
434,618,5,1
434,694,9,1
434,696,9,1
434,713,9,1
434,889,1,1
434,1041,9,1
434,1183,5,1
434,1258,8,1
434,1418,9,1
434,1769,8,1
434,1769,9,1
434,1782,9,1
434,2024,1,1
434,2035,2,1
434,2161,9,1
434,2247,0,1
434,2271,2,1
434,2509,9,1
434,2684,1,1
434,2684,2,1
434,2756,9,1
434,2982,5,1
434,3465,1,1
434,3530,2,2
434,3531,9,1
434,3532,1,1
434,3532,9,1
434,3533,5,1
434,3534,9,1
434,3535,2,1
434,3536,9,1
434,3537,9,1
434,3538,1,1
434,3539,9,1
434,3540,9,1
434,3541,5,1
434,3542,2,1
435,0,9,3
435,4,6,1
435,6,1,2
435,12,1,2
435,34,1,1
435,44,1,1
435,60,1,2
435,62,1,1
435,130,3,1
435,130,9,1
435,176,1,1
435,224,4,1
435,234,4,1
435,234,6,1
435,262,1,1
435,282,9,1
435,321,1,1
435,362,4,1
435,368,1,1
435,383,4,1
435,516,1,3
435,594,1,1
435,598,9,1
435,612,1,2
435,670,1,1
435,821,1,1
435,843,1,1
435,906,1,5
435,906,6,1
435,997,4,1
435,1063,1,1
435,1066,1,1
435,1107,4,1
435,1134,9,1
435,2005,1,1
435,2015,9,1
435,2144,1,1
435,2267,1,1
435,2312,1,1
435,2957,1,1
435,3328,1,1
435,3543,1,3
435,3544,9,1
435,3545,1,1
435,3546,1,1
435,3547,1,1
435,3548,1,1
435,3549,1,2
435,3550,1,1
436,12,8,1
436,351,2,1
436,378,2,1
436,498,2,1
436,949,1,1
436,959,8,3
436,1710,2,1
436,1710,8,1
436,3551,1,1
436,3551,8,1
436,3552,2,1
437,29,4,1
437,40,3,3
437,47,3,3
437,82,4,1
437,90,2,1
437,172,1,1
437,182,3,2
437,206,4,2
437,236,3,1
437,249,7,1
437,438,3,2
437,513,1,1
437,513,4,1
437,598,4,2
437,649,2,1
437,649,3,3
437,1448,3,1
437,1458,3,2
437,1611,4,1
437,1949,3,1
437,1950,3,1
437,2154,3,3
437,2951,3,1
437,3437,3,7
437,3553,3,1
437,3554,2,1
437,3555,7,1
437,3556,3,1
438,0,9,1
438,73,6,1
438,74,9,1
438,90,4,1
438,238,4,1
438,630,9,1
438,853,9,1
438,1071,9,1
438,1251,1,1
438,3557,9,1
438,3558,9,1
438,3559,9,1
438,3560,4,1
439,10,3,1
439,23,2,1
439,40,3,3
439,47,3,3
439,89,3,1
439,130,3,3
439,132,4,1
439,158,2,1
439,180,2,1
439,399,3,1
439,632,2,1
439,682,2,1
439,724,2,1
439,1016,3,3
440,12,2,1
440,40,3,3
440,47,3,2
440,89,3,1
440,91,2,1
440,130,3,1
440,153,2,1
440,171,3,1
440,369,2,1
440,370,3,1
440,427,2,1
440,496,2,1
440,641,2,1
440,641,3,1
440,750,3,1
440,812,2,1
440,1187,2,1
440,1217,2,1
440,1480,2,1
440,1784,3,1
440,1814,3,1
440,1981,2,2
440,3561,2,1
441,0,0,1
441,2,4,1
441,73,0,2
441,79,4,1
441,84,0,1
441,90,4,2
441,296,5,1
441,594,0,1
441,1969,0,1
441,2245,0,2
441,2463,4,1
441,3562,0,2
441,3563,4,1
441,3564,4,1
441,3565,4,1
441,3566,0,1
442,4,1,1
442,88,4,1
442,188,1,1
442,463,4,2
442,499,0,1
442,516,1,1
442,549,4,1
442,777,4,1
442,806,7,1
442,1064,4,1
442,1165,0,2
442,1969,0,7
442,2245,0,3
442,2464,0,1
442,2490,0,2
442,3029,0,1
442,3567,0,1
442,3568,0,1
443,3,8,1
443,40,8,1
443,50,5,3
443,84,8,1
443,90,4,1
443,147,2,1
443,180,8,1
443,197,8,2
443,234,8,1
443,267,8,1
443,387,4,1
443,437,4,1
443,443,1,1
443,456,1,4
443,475,2,1
443,483,8,1
443,499,8,2
443,539,5,1
443,653,8,1
443,805,8,1
443,1098,8,2
443,2525,1,4
443,3569,1,1
443,3570,5,1
443,3571,1,1
444,2,0,1
444,40,3,2
444,50,5,1
444,130,3,2
444,253,0,1
444,265,3,2
444,289,5,1
444,429,5,2
444,1040,5,2
444,1134,5,1
444,1284,5,1
444,2320,0,1
444,2603,5,1
444,3339,5,2
444,3572,3,2
445,4,3,2
445,40,3,3
445,47,3,3
445,48,3,1
445,102,3,2
445,256,3,1
445,282,3,1
445,492,4,1
445,1368,3,2
445,1369,3,1
445,1392,3,1
445,1794,3,2
445,1795,3,1
445,1797,3,2
445,1893,3,2
445,2530,3,1
445,2995,3,1
445,3573,3,1
445,3574,3,1
445,3575,3,1
445,3576,3,3
446,0,9,2
446,75,9,1
446,76,9,3
446,77,9,1
446,78,9,2
446,79,9,1
446,85,9,1
446,525,9,2
446,642,9,1
446,3577,9,1
447,60,1,1
447,157,2,2
447,158,2,1
447,207,4,3
447,207,5,1
447,414,0,1
447,431,2,1
447,641,0,1
447,807,0,1
447,807,1,1
447,812,2,1
447,906,1,1
447,1052,2,1
447,1145,0,1
447,1145,4,1
447,1254,1,1
447,1278,2,1
447,1480,2,1
447,1599,4,1
447,2212,5,1
447,2403,2,1
447,3122,1,1
447,3289,4,1
447,3578,2,1
447,3579,2,3
447,3579,4,1
447,3580,5,1
447,3581,0,1
447,3582,2,1
447,3583,2,1
447,3584,5,1
448,2,0,1
448,65,2,1
448,88,2,1
448,88,4,2
448,121,2,1
448,463,4,1
448,548,0,1
448,565,4,1
448,594,0,1
448,856,0,1
448,856,4,1
448,1969,0,2
448,2245,0,2
448,2490,0,1
448,2513,0,1
448,3585,4,1
448,3586,4,1
448,3587,0,2
449,17,3,1
449,47,3,9
449,48,3,1
449,97,3,1
449,102,4,1
449,209,2,1
449,295,3,1
449,359,3,1
449,512,4,2
449,582,5,1
449,646,5,1
449,725,4,1
449,824,4,1
449,899,3,1
449,899,5,1
449,1109,4,1
449,1123,3,3
449,1250,3,1
449,1275,4,1
449,1328,3,1
449,1459,3,1
449,1842,3,3
449,2099,3,1
449,2155,5,3
449,2200,5,1
449,2732,3,1
449,2790,5,1
449,2982,4,1
449,2982,5,1
449,2992,5,1
449,3588,5,1
449,3589,4,1
449,3590,3,1
449,3591,3,1
449,3592,3,1
449,3593,4,1
449,3594,5,1
450,4,1,1
450,4,5,1
450,40,3,1
450,50,5,2
450,73,1,1
450,85,1,1
450,89,3,1
450,158,3,1
450,158,5,1
450,203,3,1
450,282,3,1
450,282,5,1
450,399,5,1
450,429,5,3
451,4,6,1
451,12,6,1
451,17,2,1
451,74,2,1
451,75,9,1
451,78,9,1
451,85,2,1
451,85,9,3
451,180,2,1
451,335,0,1
451,335,8,1
451,443,4,1
451,525,9,4
451,568,2,1
451,620,6,1
451,621,8,1
451,648,4,1
451,1145,4,1
451,1683,2,1
451,2218,2,2
451,2245,0,1
451,2451,0,2
451,2452,9,2
451,2921,8,1
451,2921,9,1
451,3571,9,1
451,3595,0,1
451,3596,9,1
451,3597,4,1
452,40,3,4
452,47,3,2
452,57,6,1
452,89,3,1
452,99,3,3
452,130,3,1
452,158,3,1
452,178,3,1
452,258,3,1
452,299,3,1
452,657,6,1
452,810,3,1
452,1425,3,2
452,1426,3,2
452,1458,3,1
452,2114,6,2
452,3598,6,1
452,3599,3,1
453,35,2,1
453,129,2,1
453,147,7,1
453,253,7,1
453,335,7,1
453,335,8,1
453,336,7,1
453,336,8,1
453,343,8,1
453,407,7,2
453,518,2,1
453,553,2,1
453,607,7,1
453,725,4,1
453,830,8,1
453,1028,2,1
453,1030,2,1
453,1038,2,1
453,1482,2,1
453,1628,7,1
453,1720,7,2
453,2066,7,1
453,2083,7,1
453,2163,7,2
453,2163,8,1
453,2502,7,2
453,2503,7,1
453,2551,7,1
454,0,9,2
454,1,9,1
454,57,0,1
454,73,9,1
454,90,1,1
454,130,3,1
454,133,1,1
454,133,9,1
454,182,3,1
454,193,1,1
454,195,1,1
454,195,9,1
454,240,9,1
454,414,0,1
454,445,1,1
454,516,1,1
454,571,1,1
454,594,0,1
454,594,1,2
454,613,1,1
454,710,1,1
454,853,9,2
454,886,1,1
454,886,4,1
454,1343,3,1
454,1596,9,1
454,1941,9,2
454,2652,9,1
454,3009,0,1
454,3517,1,1
454,3600,9,1
454,3601,9,1
455,2,4,2
455,47,3,4
455,60,3,2
455,104,3,1
455,104,4,1
455,296,3,1
455,477,5,1
455,500,3,4
455,518,3,2
455,534,3,2
455,899,5,1
455,935,5,1
455,1123,3,2
455,1123,5,1
455,1459,3,1
455,1818,5,1
455,1840,5,1
455,2156,3,2
455,2157,4,1
455,2157,5,1
455,3238,5,1
455,3429,3,1
455,3575,3,2
455,3602,3,2
455,3603,3,1
455,3603,5,1
455,3604,5,1
455,3605,5,1
455,3606,3,3
455,3607,5,2
455,3608,3,1
455,3609,3,1
455,3610,5,1
456,17,3,1
456,47,3,4
456,48,3,3
456,60,3,1
456,73,1,1
456,73,3,1
456,130,3,4
456,256,3,1
456,282,3,3
456,575,3,2
456,634,3,1
456,751,3,1
456,1091,3,1
456,1808,3,2
456,2076,3,1
456,2496,4,1
456,3611,3,1
456,3612,3,1
456,3613,3,1
456,3614,1,1
457,5,4,1
457,32,5,1
457,47,3,2
457,48,3,3
457,51,4,1
457,52,3,1
457,158,3,1
457,424,3,1
457,424,5,1
457,549,6,1
457,605,4,1
457,618,3,1
457,722,3,1
457,853,9,3
457,916,4,1
457,937,4,1
457,1098,4,1
457,1098,5,1
457,1448,3,1
457,2614,4,1
457,2733,5,1
457,2876,4,1
457,2883,3,1
457,3615,3,2
457,3615,5,2
457,3616,5,1
457,3617,4,2
457,3618,5,2
457,3619,5,4
457,3620,6,1
457,3621,3,1
458,2,4,1
458,17,4,1
458,40,3,4
458,47,3,1
458,50,3,2
458,51,3,1
458,73,3,1
458,109,3,1
458,111,4,1
458,188,3,1
458,445,4,1
458,533,3,1
458,575,3,1
458,1507,3,1
458,1521,3,5
458,1527,3,1
458,1655,4,1
458,2148,3,1
458,2428,4,1
459,4,5,1
459,55,2,3
459,88,2,3
459,103,2,1
459,109,0,1
459,109,5,1
459,180,2,2
459,461,2,1
459,594,0,1
459,906,0,1
459,1300,2,2
459,1468,0,2
459,1740,0,3
459,1969,0,6
459,2245,0,1
459,2247,0,1
459,2484,0,1
459,2617,0,2
459,3622,0,1
459,3623,0,2
460,40,3,3
460,47,3,4
460,65,2,1
460,89,3,1
460,281,9,1
460,282,3,1
460,364,3,2
460,534,3,2
460,618,3,1
460,886,3,1
460,1331,3,1
460,2256,3,1
460,2435,3,1
461,60,1,1
461,74,0,1
461,74,2,1
461,84,0,1
461,113,0,1
461,130,2,1
461,130,3,1
461,195,1,1
461,227,1,1
461,513,0,1
461,886,1,1
461,906,0,2
461,906,1,1
461,1123,0,1
461,1254,1,2
461,1655,0,1
461,1838,2,2
461,1847,0,1
461,1969,0,4
461,2245,0,2
461,2368,1,1
461,3624,2,1
462,9,9,3
462,78,9,1
462,115,2,1
462,115,4,1
462,117,4,1
462,130,9,3
462,158,2,1
462,253,0,2
462,256,2,1
462,319,4,1
462,353,2,1
462,362,4,1
462,365,2,1
462,431,2,1
462,507,9,1
462,512,2,1
462,565,4,1
462,802,4,1
462,805,2,1
462,1969,0,1
462,2245,0,2
462,2451,0,1
462,2452,0,1
462,2452,9,2
462,3625,0,1
462,3626,2,2
462,3627,9,1
463,5,0,1
463,9,0,2
463,51,4,1
463,56,0,1
463,109,0,3
463,359,2,1
463,922,0,3
463,1165,0,2
463,1354,0,2
463,1661,0,1
463,1969,0,7
463,2245,0,1
463,2247,0,1
463,2490,0,2
463,3628,8,1
463,3629,0,1
464,25,4,1
464,40,3,2
464,47,3,2
464,48,3,2
464,122,4,1
464,132,4,1
464,157,3,1
464,172,1,1
464,182,3,1
464,224,4,1
464,235,1,1
464,243,4,1
464,250,3,1
464,295,1,2
464,295,3,3
464,364,3,1
464,435,3,1
464,500,3,1
464,501,3,1
464,600,4,2
464,891,4,1
464,899,3,1
464,1120,4,2
464,1221,4,1
464,1368,3,1
464,2204,3,1
464,2476,3,1
464,3630,3,1
464,3631,3,1
464,3632,4,1
464,3633,4,1
464,3634,3,1
465,5,3,1
465,25,4,2
465,40,3,3
465,52,3,1
465,188,3,1
465,300,3,2
465,300,4,1
465,362,3,1
465,575,3,3
465,917,3,1
465,918,7,3
465,1368,3,1
465,1507,3,2
465,1527,3,7
465,2148,3,2
465,3635,3,1
466,6,9,1
466,9,9,1
466,50,5,3
466,55,2,1
466,78,9,2
466,81,9,2
466,158,3,1
466,158,9,2
466,282,5,1
466,282,9,2
466,2015,9,1
466,2161,9,3
466,2516,9,2
466,3636,9,1
466,3637,9,1
466,3638,9,2
467,40,3,3
467,47,3,4
467,55,3,1
467,97,3,2
467,182,3,1
467,253,7,1
467,499,1,1
467,722,1,1
467,1331,3,2
467,1709,3,1
467,2435,3,2
467,2634,7,1
467,3639,3,1
467,3640,1,2
468,1,8,1
468,38,4,1
468,40,3,5
468,47,3,2
468,60,3,1
468,62,3,1
468,65,2,1
468,109,2,1
468,130,3,1
468,158,3,1
468,180,3,1
468,296,3,1
468,329,8,1
468,375,3,1
468,423,3,1
468,568,2,1
468,740,3,1
468,810,3,1
468,1425,3,1
468,1426,3,1
468,1520,4,1
468,1660,3,1
468,1711,2,1
468,1826,7,1
468,1921,4,1
468,3542,1,1
469,33,1,2
469,33,6,1
469,73,0,1
469,90,1,1
469,856,0,1
469,1686,0,1
469,1686,1,1
469,1969,0,3
469,2451,0,1
469,3641,0,1
470,0,9,3
470,6,1,3
470,34,4,1
470,172,1,1
470,227,1,2
470,229,1,1
470,407,4,1
470,653,4,1
470,799,6,1
470,880,1,2
470,1784,4,1
470,3642,1,2
471,4,1,1
471,91,4,1
471,226,1,1
471,229,0,1
471,229,1,1
471,429,0,1
471,579,1,1
471,588,4,1
471,593,6,1
471,594,0,1
471,906,0,1
471,913,0,3
471,1220,6,1
471,1274,1,1
471,1346,1,1
471,1468,0,1
471,1940,0,2
471,1969,0,3
471,2007,6,1
471,2245,0,2
471,2330,0,1
471,2558,0,1
471,2558,1,2
471,2632,1,1
471,2769,1,2
471,3643,0,1
471,3644,0,1
471,3645,0,1
472,28,8,1
472,40,3,1
472,51,1,1
472,65,1,1
472,66,1,1
472,112,1,1
472,113,1,1
472,115,2,1
472,130,3,1
472,249,6,1
472,289,0,1
472,547,1,1
472,648,1,1
472,680,1,1
472,680,4,1
472,712,0,1
472,753,3,1
472,886,4,1
472,916,6,1
472,936,1,1
472,1002,2,1
472,1061,1,1
472,1080,8,1
472,1116,6,1
472,2249,3,1
472,2469,4,1
