UserID,Country,Latitude,Longitude
1382053,Pakistan,30.375321,69.345116
4337240,Pakistan,30.375321,69.345116
7135161,Pakistan,30.375321,69.345116
1114406,Pakistan,30.375321,69.345116
8019231,Pakistan,30.375321,69.345116
10000948,Pakistan,30.375321,69.345116
810435,Pakistan,30.375321,69.345116
2164300,Pakistan,30.375321,69.345116
6053132,Pakistan,30.375321,69.345116
3739898,Pakistan,30.375321,69.345116
8495710,Pakistan,30.375321,69.345116
5246896,Pakistan,30.375321,69.345116
5925038,Palestine,31.952162,35.233154
484491,Palestine,31.952162,35.233154
2801506,Philippines,12.879721,121.774017
1614316,Poland,51.919438,19.145136
7708542,Poland,51.919438,19.145136
1911042,Poland,51.919438,19.145136
1132201,Poland,51.919438,19.145136
1930854,Poland,51.919438,19.145136
9905658,Poland,51.919438,19.145136
7235741,Poland,51.919438,19.145136
793712,Poland,51.919438,19.145136
9815822,Poland,51.919438,19.145136
4479048,Poland,51.919438,19.145136
4055437,Poland,51.919438,19.145136
4942033,Poland,51.919438,19.145136
11369318,Poland,51.919438,19.145136
3116306,Portugal,39.399872,-8.224454
1613749,Portugal,39.399872,-8.224454
3931507,Portugal,39.399872,-8.224454
254232,Portugal,39.399872,-8.224454
2731698,Portugal,39.399872,-8.224454
6608845,Portugal,39.399872,-8.224454
3448205,Puerto Rico,18.220833,-66.590149
1529259,Romania,45.943161,24.96676
5367540,Romania,45.943161,24.96676
7600768,Romania,45.943161,24.96676
395626,Romania,45.943161,24.96676
11482353,Romania,45.943161,24.96676
7947277,Romania,45.943161,24.96676
3927516,Romania,45.943161,24.96676
630685,Russia,61.52401,105.318756
5148419,Russia,61.52401,105.318756
4243161,Russia,61.52401,105.318756
584939,Russia,61.52401,105.318756
1279493,Russia,61.52401,105.318756
5328417,Russia,61.52401,105.318756
1900071,Russia,61.52401,105.318756
9965805,Russia,61.52401,105.318756
441393,Russia,61.52401,105.318756
1376325,Russia,61.52401,105.318756
3509662,Saudi Arabia,23.885942,45.079162
8324761,Scotland,56.4906712,-4.2026458
1464156,Scotland,56.4906712,-4.2026458
8197395,Scotland,56.4906712,-4.2026458
2419823,Scotland,56.4906712,-4.2026458
794967,Serbia,44.016521,21.005859
2922851,Serbia,44.016521,21.005859
2835502,Singapore,1.352083,103.819836
11238,Singapore,1.352083,103.819836
670479,Singapore,1.352083,103.819836
179012,Singapore,1.352083,103.819836
4431921,Singapore,1.352083,103.819836
3322271,Singapore,1.352083,103.819836
1479274,Singapore,1.352083,103.819836
11497792,Singapore,1.352083,103.819836
286080,Singapore,1.352083,103.819836
405256,Singapore,1.352083,103.819836
371406,Singapore,1.352083,103.819836
1040347,Slovakia,48.669026,19.699024
418872,Slovakia,48.669026,19.699024
3791466,Slovenia,46.151241,14.995463
3396987,South Africa,-30.559482,22.937506
121183,South Africa,-30.559482,22.937506
1011000,South Africa,-30.559482,22.937506
11694959,South Korea,35.907757,127.766922
8697183,South Korea,35.907757,127.766922
10218026,South Korea,35.907757,127.766922
5781969,South Korea,35.907757,127.766922
5163983,South Korea,35.907757,127.766922
3241257,South Korea,35.907757,127.766922
9756051,South Korea,35.907757,127.766922
8439690,Spain,40.463667,-3.74922
1228889,Spain,40.463667,-3.74922
1228193,Spain,40.463667,-3.74922
831587,Spain,40.463667,-3.74922
11431545,Spain,40.463667,-3.74922
11796882,Spain,40.463667,-3.74922
1373105,Spain,40.463667,-3.74922
2024056,Spain,40.463667,-3.74922
